id,label_ko,aliases,grade,domain,unit,concept_type,short_definition,source_refs,prerequisite_ids,parent_ids,related_ids,notes,confidence
hs1_combination_count,조합의 수 구하기,,고1,공통수학1,경우의 수,procedure,조합의 수를 구하는 방법을 설명하는 활동.,curriculum_math_2022:printed p. 62; [10공수1-03-03] - 조합의 수를 구하는 방법을 설명할 수 있다는 진술,,,,,high
hs1_matrix,행렬,,고1,공통수학1,행렬,core_concept,수를 직사각형 모양으로 배열한 것.,"curriculum_math_2022:printed p. 63 용어와 기호 - 용어 목록의 행렬, m×n 행렬; curriculum_math_2022:printed p. 63; [10공수1-04-01] - 행렬의 뜻을 안다는 진술",,,,,high
hs1_matrix_elements,행·열·성분,행; 열; 성분,고1,공통수학1,행렬,term,행렬의 구성 요소를 가리키는 공식 용어.,"curriculum_math_2022:printed p. 63 용어와 기호 - 용어 목록의 행, 열, 성분",,hs1_matrix,,,high
hs1_matrix_represent,실생활 상황을 행렬로 표현하기,,고1,공통수학1,행렬,procedure,실생활 자료를 행렬로 표현하는 활동.,curriculum_math_2022:printed p. 63; [10공수1-04-01] - 실생활 상황을 행렬로 표현할 수 있다는 진술; curriculum_math_2022:printed p. 63 적용 시 고려 사항 - 직사각형 모양으로 나타낼 수 있는 실생활 자료를 찾아 유용성을 인식하게 한다,,,,,high
hs1_matrix_ops,행렬의 연산,,고1,공통수학1,행렬,procedure,"행렬의 덧셈, 뺄셈, 실수배, 곱셈을 수행하고 문제를 해결하는 활동.","curriculum_math_2022:printed p. 63; [10공수1-04-02] - 행렬의 연산을 수행하고 문제를 해결한다는 진술; curriculum_math_2022:printed p. 63 성취기준 해설 - 덧셈, 뺄셈, 실수배, 곱셈을 다루고 행과 열의 수가 2를 넘지 않는 범위에서 곱셈을 하게 한다",hs1_matrix,,,연산의 대수적 구조 성질을 일반화하여 법칙으로 다루지 않는다(printed p. 63).,high
hs2_distance,두 점 사이의 거리,,고1,공통수학2,도형의 방정식,sub_concept,선분의 내분을 도입하기 전에 다루는 두 점 사이의 거리.,curriculum_math_2022:printed p. 65 성취기준 해설 - 선분의 내분을 도입하기 전에 두 점 사이의 거리를 구하는 방법을 다룬다,,,,,high
hs2_division,선분의 내분과 내분점,,고1,공통수학2,도형의 방정식,core_concept,선분을 주어진 비로 나누는 내분과 그 점의 좌표.,"curriculum_math_2022:printed p. 65 용어와 기호 - 용어 목록의 내분; curriculum_math_2022:printed p. 65; [10공수2-01-01] - 선분의 내분을 이해하고 내분점의 좌표를 계산한다는 진술; curriculum_math_2022:printed p. 65 성취기준 해설 - 내분은 수직선 위에서, 좌표평면 위에서 구할 수 있도록 점차 확장하여 다룬다",hs2_distance,,,,high
hs2_line_condition,두 직선의 평행 조건과 수직 조건,,고1,공통수학2,도형의 방정식,property,좌표평면에서 두 직선이 평행하거나 수직이 되는 조건.,"curriculum_math_2022:printed p. 65; [10공수2-01-02] - 두 직선의 평행 조건과 수직 조건을 탐구하고 이해한다는 진술; curriculum_math_2022:printed p. 65 적용 시 고려 사항 - 중학교에서 학습한 일차방정식과 일차함수의 그래프, 직선의 방정식과 연계하여 다룰 수 있다",,,hs2_point_line,,high
hs2_point_line,점과 직선 사이의 거리,,고1,공통수학2,도형의 방정식,procedure,점과 직선 사이의 거리를 구하고 문제를 해결하는 활동.,curriculum_math_2022:printed p. 65; [10공수2-01-03] - 점과 직선 사이의 거리를 구하고 문제를 해결한다는 진술,,,hs2_line_condition,,high
hs2_circle_eq,원의 방정식,,고1,공통수학2,도형의 방정식,core_concept,원을 좌표평면 위의 방정식으로 나타낸 것.,curriculum_math_2022:printed p. 65; [10공수2-01-04] - 원의 방정식을 구하고 그래프를 그릴 수 있다는 진술,,,,'원의 방정식' 용어는 교수·학습 상황에서 사용할 수 있다(printed p. 65).,high
hs2_circle_line,원과 직선의 위치 관계,,고1,공통수학2,도형의 방정식,procedure,좌표평면에서 원과 직선의 위치 관계를 판단하고 활용하는 활동.,curriculum_math_2022:printed p. 65; [10공수2-01-05] - 원과 직선의 위치 관계를 판단하고 활용하여 문제를 해결한다는 진술,hs2_circle_eq,,hs1_quad_eq_func,,high
hs2_translation,평행이동,,고1,공통수학2,도형의 방정식,core_concept,도형을 일정한 방향과 거리만큼 옮기는 이동.,curriculum_math_2022:printed p. 65; [10공수2-01-06] - 평행이동을 탐구하고 실생활과 연결하여 문제를 해결한다는 진술,,,hs2_reflection,좌표축의 평행이동은 다루지 않는다(printed p. 65).,high
hs2_reflection,대칭이동,,고1,공통수학2,도형의 방정식,core_concept,"원점, x축, y축, 직선 y=x에 대한 대칭이동.","curriculum_math_2022:printed p. 65 용어와 기호 - 용어 목록의 대칭이동; curriculum_math_2022:printed p. 65; [10공수2-01-07] - 원점, x축, y축, 직선에 대한 대칭이동을 탐구한다는 진술",,,hs2_translation,대상 직선 표기(y=x)는 수식 글꼴 문제로 텍스트 추출에서 일부 누락되었다. 용어·기호 목록의 수학 기호 일부는 한글 수식 글꼴(HyhwpEQ) 문제로 텍스트 추출이 되지 않아 원문 시각 확인 또는 교과서 확인 전까지 concept으로 추가하지 않는다.,high
hs2_set,집합,,고1,공통수학2,집합과 명제,core_concept,대상을 논리적으로 표현하고 이해하는 도구.,curriculum_math_2022:printed p. 66 용어와 기호 - 용어 목록의 집합; curriculum_math_2022:printed p. 66; [10공수2-02-01] - 집합의 개념을 이해하고 집합을 표현할 수 있다는 진술,,,,"집합의 개념은 이해하는 수준에서 간단히 평가한다(printed p. 66). '원소나열법', '조건제시법' 용어는 교수·학습 상황에서 사용할 수 있다.",high
hs2_element,원소와 공집합,원소; 공집합,고1,공통수학2,집합과 명제,term,집합을 이루는 대상과 원소가 하나도 없는 집합.,"curriculum_math_2022:printed p. 66 용어와 기호 - 용어 목록의 원소, 공집합",,hs2_set,,,high
hs2_subset,부분집합과 포함관계,부분집합; 진부분집합,고1,공통수학2,집합과 명제,sub_concept,두 집합 사이의 포함관계와 부분집합.,"curriculum_math_2022:printed p. 66 용어와 기호 - 용어 목록의 부분집합, 진부분집합; curriculum_math_2022:printed p. 66; [10공수2-02-02] - 두 집합 사이의 포함관계를 판단할 수 있다는 진술",hs2_set,,,,high
hs2_set_ops,집합의 연산,합집합; 교집합; 여집합; 차집합,고1,공통수학2,집합과 명제,procedure,"합집합, 교집합, 여집합, 차집합을 수행하는 활동.","curriculum_math_2022:printed p. 66 용어와 기호 - 용어 목록의 합집합, 교집합, 전체집합, 여집합, 차집합; curriculum_math_2022:printed p. 66; [10공수2-02-03] - 집합의 연산을 수행하고 벤 다이어그램으로 나타낸다는 진술; curriculum_math_2022:printed p. 66 성취기준 해설 - 연산 법칙(교환·결합·분배·드모르간)은 벤 다이어그램으로 확인하는 정도로 간단히 다룬다",hs2_set,,,,high
hs2_venn,벤 다이어그램,,고1,공통수학2,집합과 명제,representation,집합과 그 연산을 나타내는 그림 표현.,curriculum_math_2022:printed p. 66 용어와 기호 - 용어 목록의 벤 다이어그램; curriculum_math_2022:printed p. 66; [10공수2-02-03] - 벤 다이어그램을 이용하여 나타낼 수 있다는 진술,,,,,high
hs2_proposition,명제와 조건,가정; 결론; 조건,고1,공통수학2,집합과 명제,core_concept,"참, 거짓을 판별할 수 있는 문장과 조건.","curriculum_math_2022:printed p. 66 용어와 기호 - 용어 목록의 명제, 가정, 결론, 조건; curriculum_math_2022:printed p. 66; [10공수2-02-04] - 명제와 조건의 뜻을 알고 '모든', '어떤'을 포함한 명제를 이해한다는 진술; curriculum_math_2022:printed p. 66 성취기준 해설 - 명제와 조건의 뜻은 수학적인 문장을 이해하는 수준에서 간단히 다룬다",,,hs2_truth_set,,high
hs2_truth_set,진리집합,,고1,공통수학2,집합과 명제,term,조건을 참이 되게 하는 원소의 집합.,curriculum_math_2022:printed p. 66 용어와 기호 - 용어 목록의 진리집합,,,hs2_proposition,,high
hs2_converse,명제의 역과 대우,역; 대우; 부정,고1,공통수학2,집합과 명제,sub_concept,명제의 역과 대우.,"curriculum_math_2022:printed p. 66 용어와 기호 - 용어 목록의 역, 대우, 부정; curriculum_math_2022:printed p. 66; [10공수2-02-05] - 명제의 역과 대우를 이해하고 설명할 수 있다는 진술",hs2_proposition,,,,high
hs2_conditions,충분조건과 필요조건,필요충분조건,고1,공통수학2,집합과 명제,sub_concept,"충분조건, 필요조건, 필요충분조건.","curriculum_math_2022:printed p. 66 용어와 기호 - 용어 목록의 충분조건, 필요조건, 필요충분조건; curriculum_math_2022:printed p. 66; [10공수2-02-06] - 충분조건과 필요조건을 이해하고 판단할 수 있다는 진술",hs2_proposition,,,구체적인 예를 통하여 이해하게 한다(printed p. 66).,high
hs2_proof,대우 증명법과 귀류법,,고1,공통수학2,집합과 명제,procedure,대우를 이용한 증명법과 귀류법으로 명제를 증명하는 활동.,curriculum_math_2022:printed p. 66 용어와 기호 - 용어 목록의 귀류법; curriculum_math_2022:printed p. 66; [10공수2-02-07] - 대우를 이용한 증명법과 귀류법을 이해하고 증명한다는 진술; curriculum_math_2022:printed p. 66 성취기준 해설 - 대우를 이용한 증명법과 귀류법을 이용한 증명은 간단한 것만 다룬다,,,,증명을 지도할 때는 직관적인 이해로부터 시작하여 점진적으로 형식화하게 한다(printed p. 66).,high
hs2_abs_ineq,절대부등식,,고1,공통수학2,집합과 명제,core_concept,문자를 포함한 식에서 항상 성립하는 부등식.,curriculum_math_2022:printed p. 66 용어와 기호 - 용어 목록의 절대부등식; curriculum_math_2022:printed p. 66; [10공수2-02-08] - 절대부등식의 뜻을 알고 간단한 절대부등식을 증명한다는 진술,,,,,high
hs2_function,함수(두 집합 사이의 대응),,고1,공통수학2,함수와 그래프,core_concept,두 집합 사이의 대응으로 일반화된 함수.,curriculum_math_2022:printed p. 67; [10공수2-03-01] - 함수의 개념을 설명하고 그 그래프를 이해한다는 진술; curriculum_math_2022:printed p. 67 성취기준 해설 - 중학교에서 학습한 내용을 확장하여 두 집합 사이의 대응 관계로 이해하게 한다,hs2_set,,,,high
hs2_domain,정의역·공역·치역,정의역; 치역; 공역; 대응,고1,공통수학2,함수와 그래프,term,함수를 이루는 집합을 가리키는 공식 용어.,"curriculum_math_2022:printed p. 67 용어와 기호 - 용어 목록의 정의역, 치역, 공역, 대응",,hs2_function,,,high
hs2_function_types,일대일대응·항등함수·상수함수·일대일함수,일대일대응; 항등함수; 상수함수; 일대일함수,고1,공통수학2,함수와 그래프,term,함수의 종류를 가리키는 공식 용어.,"curriculum_math_2022:printed p. 67 용어와 기호 - 용어 목록의 일대일대응, 항등함수, 상수함수, 일대일함수; curriculum_math_2022:printed p. 67 적용 시 고려 사항 - 의미는 구체적인 예를 통해 이해하게 한다",,hs2_function,,,high
hs2_composition,함수의 합성과 합성함수,,고1,공통수학2,함수와 그래프,procedure,함수의 합성을 설명하고 합성함수를 구하는 활동.,curriculum_math_2022:printed p. 67 용어와 기호 - 용어 목록의 합성함수; curriculum_math_2022:printed p. 67; [10공수2-03-02] - 함수의 합성을 설명하고 합성함수를 구할 수 있다는 진술,hs2_function,,,,high
hs2_inverse,역함수,,고1,공통수학2,함수와 그래프,procedure,역함수의 개념을 설명하고 역함수를 구하는 활동.,curriculum_math_2022:printed p. 67 용어와 기호 - 용어 목록의 역함수; curriculum_math_2022:printed p. 67; [10공수2-03-03] - 역함수의 개념을 설명하고 역함수를 구할 수 있다는 진술,hs2_function,,,,high
hs2_rational_func,유리함수와 그 그래프,유리식,고1,공통수학2,함수와 그래프,core_concept,유리식으로 나타내어지는 함수와 그 그래프.,"curriculum_math_2022:printed p. 67 용어와 기호 - 용어 목록의 유리식, 유리함수; curriculum_math_2022:printed p. 67; [10공수2-03-04] - 유리함수의 그래프를 그리고 성질을 탐구한다는 진술; curriculum_math_2022:printed p. 67 성취기준 해설 - 유리식은 유리함수의 의미를 이해할 정도로 간단히 다루고 기본적인 형태 중심의 간단한 문제만 다룬다",,hs2_function,,,high
hs2_asymptote,점근선,,고1,공통수학2,함수와 그래프,term,그래프가 한없이 가까워지는 직선을 가리키는 공식 용어.,curriculum_math_2022:printed p. 67 용어와 기호 - 용어 목록의 점근선,,,,,high
hs2_irrational_func,무리함수와 그 그래프,무리식,고1,공통수학2,함수와 그래프,core_concept,무리식으로 나타내어지는 함수와 그 그래프.,"curriculum_math_2022:printed p. 67 용어와 기호 - 용어 목록의 무리식, 무리함수; curriculum_math_2022:printed p. 67; [10공수2-03-05] - 무리함수의 그래프를 그리고 성질을 탐구한다는 진술; curriculum_math_2022:printed p. 67 성취기준 해설 - 무리식은 무리함수의 의미를 이해할 정도로 간단히 다루고 기본적인 형태 중심의 간단한 문제만 다룬다",,hs2_function,,그래프와 성질을 탐구할 때 공학 도구를 이용할 수 있다(printed p. 67).,high
