id,source_id,target_id,relationship_type,source_refs,notes,confidence
hs_edge_041,hs2_proposition,hs2_truth_set,related_to,curriculum_math_2022:printed p. 66 용어와 기호 - 조건과 진리집합을 함께 다룬다,,high
hs_edge_042,hs2_set,hs2_truth_set,used_in,curriculum_math_2022:printed p. 66 용어와 기호 - 조건의 진리집합은 집합으로 나타낸다,,high
hs_edge_043,hs2_proposition,hs2_converse,prerequisite_for,curriculum_math_2022:printed p. 66; [10공수2-02-04]~[10공수2-02-05] - 명제의 뜻을 알고 역과 대우를 이해하는 진술 구조,,high
hs_edge_044,hs2_proposition,hs2_conditions,prerequisite_for,"curriculum_math_2022:printed p. 66; [10공수2-02-04], [10공수2-02-06] - 명제와 조건을 바탕으로 충분조건과 필요조건을 판단하는 구성",,high
hs_edge_045,hs2_converse,hs2_proof,used_in,curriculum_math_2022:printed p. 66; [10공수2-02-07] - 대우를 이용한 증명법으로 명제를 증명한다,,high
hs_edge_046,hs2_proof,hs2_abs_ineq,used_in,curriculum_math_2022:printed p. 66; [10공수2-02-08] - 간단한 절대부등식을 증명한다,,high
hs_edge_047,hs2_set,hs2_function,prerequisite_for,curriculum_math_2022:printed p. 67 성취기준 해설 - 함수를 두 집합 사이의 대응 관계로 이해하게 한다,,high
hs_edge_048,hs2_function,hs2_domain,contains,"curriculum_math_2022:printed p. 67 용어와 기호 - 정의역, 공역, 치역은 함수의 구성 요소다",,high
hs_edge_049,hs2_function,hs2_function_types,contains,curriculum_math_2022:printed p. 67 용어와 기호 - 일대일대응 등은 함수의 종류다,,high
hs_edge_050,hs2_function,hs2_composition,prerequisite_for,curriculum_math_2022:printed p. 67; [10공수2-03-01]~[10공수2-03-02] - 함수의 개념을 바탕으로 합성함수를 구하는 구성,,high
hs_edge_051,hs2_function,hs2_inverse,prerequisite_for,"curriculum_math_2022:printed p. 67; [10공수2-03-01], [10공수2-03-03] - 함수의 개념을 바탕으로 역함수를 구하는 구성",,high
hs_edge_052,hs2_function_types,hs2_inverse,used_in,curriculum_math_2022:printed p. 67 적용 시 고려 사항 - 일대일대응의 이해가 역함수 이해에 쓰인다,문서가 직접 연결을 말하지 않으므로 medium을 유지한다.,medium
hs_edge_053,hs2_function,hs2_rational_func,contains,curriculum_math_2022:printed p. 67; [10공수2-03-04] - 유리함수는 함수의 한 종류다,,high
hs_edge_054,hs2_function,hs2_irrational_func,contains,curriculum_math_2022:printed p. 67; [10공수2-03-05] - 무리함수는 함수의 한 종류다,,high
hs_edge_055,hs2_asymptote,hs2_rational_func,used_in,curriculum_math_2022:printed p. 67 용어와 기호 - 점근선으로 유리함수의 그래프 성질을 다룬다,,high
hs_edge_056,hs1_quad_eq_func,hs2_circle_line,related_to,"curriculum_math_2022:printed p. 61, 65 - 그래프와 도형의 위치 관계 판단이라는 같은 사고가 이어진다",문서가 직접 연결을 말하지 않으므로 medium을 유지한다.,medium
